"scientificName","scientificNameAuthorship","taxonID","kingdom","phylum","subphylum","class","order","suborder","infraorder","superfamily","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","institutionCode","collectionCode","catalogNumber","datasetName","occurrenceID","recordedBy","recordNumber","fieldNumber","eventDate","year","month","day","basisOfRecord","locality","locationRemarks","island","stateProvince","country","countryCode","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceProtocol","georeferenceRemarks","habitat","verbatimDepth","verbatimElevation","occurrenceStatus","samplingProtocol","occurrenceRemarks","individualCount","sex","establishmentMeans","provincialStatus","nationalStatus","identifiedBy","identificationQualifier","identificationRemarks","previousIdentifications","bibliographicCitation","associatedReferences"
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:673","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2009-04-11,"2009","04","11","HumanObservation","Alcala Point","","Galiano Island","British Columbia","Canada","CA","49.002312","-123.590188","100","","","","","","60","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:683","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2009-04-13,"2009","04","13","HumanObservation","Alcala Point Reefs","","Galiano Island","British Columbia","Canada","CA","49.005","-123.59","100","","","","","","71","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:686","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2009-05-16,"2009","05","16","HumanObservation","Dionisio Reef","","Galiano Island","British Columbia","Canada","CA","49.015","-123.57833","100","","","","","","78","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:696","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2009-05-30,"2009","05","30","HumanObservation","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","92","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:709","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2009-06-12,"2009","06","12","HumanObservation","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","84","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:713","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2009-06-12,"2009","06","12","HumanObservation","Dionisio Reef","","Galiano Island","British Columbia","Canada","CA","49.015","-123.57833","100","","","","","","74","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:718","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2009-07-04,"2009","07","04","HumanObservation","Alcala Point","","Galiano Island","British Columbia","Canada","CA","49.002312","-123.590188","100","","","","","","95","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:725","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2009-08-02,"2009","08","02","HumanObservation","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","94","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:731","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2009-08-02,"2009","08","02","HumanObservation","Dionisio Reef","","Galiano Island","British Columbia","Canada","CA","49.015","-123.57833","100","","","","","","69","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:736","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2009-10-10,"2009","10","10","HumanObservation","Race Point","","Galiano Island","British Columbia","Canada","CA","49.01283","-123.584794","100","","","","","","42","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:743","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2009-10-11,"2009","10","11","HumanObservation","Dionisio Reef","","Galiano Island","British Columbia","Canada","CA","49.015","-123.57833","100","","","","","","45","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:767","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2010-04-17,"2010","04","17","HumanObservation","Dionisio Reef","","Galiano Island","British Columbia","Canada","CA","49.015","-123.57833","100","","","","","","58","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:774","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2010-04-18,"2010","04","18","HumanObservation","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","73","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:780","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2010-04-18,"2010","04","18","HumanObservation","Race Point","","Galiano Island","British Columbia","Canada","CA","49.01283","-123.584794","100","","","","","","89","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:785","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2010-05-30,"2010","05","30","HumanObservation","Spanish Hills wall","","Galiano Island","British Columbia","Canada","CA","48.995018","-123.584696","100","","","","","","81","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:791","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2010-05-30,"2010","05","30","HumanObservation","Dionisio Reef","","Galiano Island","British Columbia","Canada","CA","49.015","-123.57833","100","","","","","","63","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:801","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2010-07-17,"2010","07","17","HumanObservation","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","86","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:805","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2010-07-17,"2010","07","17","HumanObservation","Race Point","","Galiano Island","British Columbia","Canada","CA","49.01283","-123.584794","100","","","","","","86","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:809","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2010-07-18,"2010","07","18","HumanObservation","Dionisio Reef","","Galiano Island","British Columbia","Canada","CA","49.015","-123.57833","100","","","","","","62","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:815","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2010-08-14,"2010","08","14","HumanObservation","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","87","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:823","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2010-11-11,"2010","11","11","HumanObservation","Alcala Point Reefs","","Galiano Island","British Columbia","Canada","CA","49.005","-123.59","100","","","","","","73","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:834","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2010-11-12,"2010","11","12","HumanObservation","Spanish Hills Store","","Galiano Island","British Columbia","Canada","CA","48.99","-123.58","100","","","","","","100","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:849","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2011-04-23,"2011","04","23","HumanObservation","Dionisio Reef","","Galiano Island","British Columbia","Canada","CA","49.015","-123.57833","100","","","","","","82","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:855","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2011-05-14,"2011","05","14","HumanObservation","Race Point","","Galiano Island","British Columbia","Canada","CA","49.01283","-123.584794","100","","","","","","75","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:864","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2011-07-31,"2011","07","31","HumanObservation","Spanish Hills wall","","Galiano Island","British Columbia","Canada","CA","48.995018","-123.584696","100","","","","","","78","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:870","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2011-07-31,"2011","07","31","HumanObservation","Dionisio Reef","","Galiano Island","British Columbia","Canada","CA","49.015","-123.57833","100","","","","","","80","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:876","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2011-09-07,"2011","09","07","HumanObservation","Dionisio Reef","","Galiano Island","British Columbia","Canada","CA","49.015","-123.57833","100","","","","","","82","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:881","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2011-11-18,"2011","11","18","HumanObservation","Virago Point","","Galiano Island","British Columbia","Canada","CA","49.00942","-123.58796","100","","","","","","76","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:888","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2011-11-25,"2011","11","25","HumanObservation","Baines Point","","Galiano Island","British Columbia","Canada","CA","49.007465","-123.587784","100","","","","","","73","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:897","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2012-08-09,"2012","08","09","HumanObservation","Boscowitz Rock","","Galiano Island","British Columbia","Canada","CA","49.015","-123.58667","100","","","","","","76","","present","","","","","","unlisted","unlisted","","","","","",""
"Alaria marginata","Postels & Ruprecht",124814,"Chromista","Ochrophyta","","Phaeophyceae","Laminariales","","","","Alariaceae","Alaria","","marginata","","species","PMLS","","PMLS2021:905","Pacific Marine Life Survey Dive Records","","Andy Lamb","","",2012-08-09,"2012","08","09","HumanObservation","Alcala Point","","Galiano Island","British Columbia","Canada","CA","49.002312","-123.590188","100","","","","","","86","","present","","","","","","unlisted","unlisted","","","","","",""
