scientificName,scientificNameAuthorship,subtaxonAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,superfamily,family,subfamily,tribe,genus,specificEpithet,hybrid,subspecies,variety,establishmentMeans,provincialStatus,nationalStatus,reportingStatus,observation,firstReported,firstReportedBy,Collection.List,firstReportedCollectionNumber,firstReportedGBIF,firstObservediNat,firstObservedBy,firstObservedID,notes,ID,statsCode
Balanus rostratus,"Hoek, 1883",,large acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracicalcarea,Balanomorpha,,Balanoidea,Balanidae,,,Balanus,rostratus,NA,,NA,native,unlisted,NA,confirmed,observed,1986-09-30,,RBCM,986-00197-026,1898319401,2023-09-10,"Dave ""Zeuss"" Cochrane",iNat:182740616,,782656,ART
Balticina willemoesi,"(Kölliker, 1880)",,sea whip,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Scleralcyonacea,,Pennatuloidea,Balticinidae,,,Balticina,willemoesi,NA,,NA,native,unlisted,NA,reported,unobserved,2007-12-09,Andy Lamb,PMLS,,NA,,,,,1283181,CNI
Bankia setacea,"(Tryon, 1863)",,feathery shipworm,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Myida,,Pholadoidea,Teredinidae,Bankiinae,,Bankia,setacea,NA,,NA,native,unlisted,NA,reported,unobserved,1999-10-02,Andy Lamb,PMLS,,NA,,,,,347368,MOL
Barentsia sp.,,,nodding heads,Animalia,Entoprocta,,,,,,,,,Barentsiidae,,,Barentsia,,NA,,NA,,,NA,reported,unobserved,1985-12-07,Andy Lamb,PMLS,,NA,,,,,211513,MAR
Bathydrilus litoreus,"Baker, 1983",,naidid worm,Animalia,Annelida,,,Clitellata,Oligochaeta,,Tubificida,Tubificina,,Naididae,Phallodrilinae,,Bathydrilus,litoreus,NA,,NA,native,unlisted,NA,reported,unobserved,1979-07-05,Randy Baker,RBCM,991-00598-001,1898264423,,,,,957359,WOR
Bathypera feminalba,"Young & Vazquez, 1995",,tiny white tunicate,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Pyuridae,,,Bathypera,feminalba,NA,,NA,native,unlisted,NA,reported,unobserved,2009-04-04,Andy Lamb,PMLS,,NA,,,,,800127,TUN
Batillaria attramentaria,"(G.B. Sowerby II, 1855)",,Japanese false cerith,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,,,Cerithioidea,Batillariidae,,,Batillaria,attramentaria,NA,,NA,non-native,unlisted,NA,new 2019,observed,,,,,NA,2019-05-05,John D Reynolds,iNat:25655199,,68783,MOL
Beringraja binoculata,"(Girard, 1855)",,big skate,Animalia,Chordata,Vertebrata,,Elasmobranchii,Neoselachii,,Rajiformes,,,Rajidae,,,Beringraja,binoculata,NA,,NA,native,SNR,NA,reported,unobserved,1995-02-23,Charlie Gibbs,PMLS,,NA,,,,,607477,FIS
Beroe abyssicola,"Mortensen, 1927",,transluscent comb jelly,Animalia,Ctenophora,,,Nuda,,,Beroida,,,Beroidae,,,Beroe,abyssicola,NA,,NA,native,unlisted,NA,confirmed,observed,1993-05-09,Charlie Gibbs,PMLS,,NA,2020-05-09,catiemac,iNat:57175255,,1090851,CNI
Berryteuthis magister,"(Berry, 1913)",,schoolmaster armhook squid,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Decapodiformes,Oegopsida,,Onychoteuthoidea,Gonatidae,,,Berryteuthis,magister,NA,,NA,native,unlisted,NA,reported,unobserved,1956-01-29,W. Barraclough,RBCM,978-00057-002,1898322476,,,,,432390,MOL
Berthella chacei,"(J.Q. Burch, 1944)",,white berthella,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Pleurobranchida,,Pleurobranchoidea,Pleurobranchidae,,,Berthella,chacei,NA,,NA,native,unlisted,NA,confirmed,observed,2005-12-10,Andy Lamb,PMLS,,NA,2014-04-08,Karin Fletcher,iNat:68751809,,1081461,MOL
Bispira pacifica,"(Berkeley & Berkeley, 1954)",,twin-eyed feather duster,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Sabellidae,Sabellinae,,Bispira,pacifica,NA,,NA,,,NA,reported,unobserved,1973-09-20,Andy Lamb,PMLS,,NA,,,,,1199401,WOR
Bolinopsis infundibulum,"(O.F. Müller, 1776)",,lobed sea gooseberry,Animalia,Ctenophora,,,Tentaculata,,,Lobata,,,Bolinopsidae,,,Bolinopsis,infundibulum,NA,,NA,native,unlisted,NA,confirmed,observed,1996-05-29,Charlie Gibbs,PMLS,,NA,2013-10-13,Peter Luckham,iNat:2976644,,492705,CNI
Bolinopsis microptera,"(A. Agassiz, 1865)",,lobed sea gooseberry,Animalia,Ctenophora,,,Tentaculata,,,Lobata,,,Bolinopsidae,,,Bolinopsis,microptera,NA,,NA,native,unlisted,NA,new 2008,observed,,,,,NA,2008-05-22,Andrew Simon,iNat:116471946,,1419827,CNI
Boltenia villosa,"(Stimpson, 1864)",,hairy tunicate,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Pyuridae,,,Boltenia,villosa,NA,,NA,native,unlisted,NA,confirmed,observed,1986-04-08,Andy Lamb,RBCM,986-00191-019,NA,2015-05-16,Peter Luckham,iNat:2854899,,194568,TUN
Bopyroides hippolytes,"(Kröyer, 1838)",,shrimp parasitic isopod,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Epicaridea,Bopyroidea,Bopyridae,Bopyrinae,,Bopyroides,hippolytes,NA,,NA,native,unlisted,NA,reported,unobserved,2010-07-17,Andy Lamb,PMLS,,NA,,,,,873867,ART
Botrylloides violaceus,"Oka, 1927",,lined compound ascidian,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Styelidae,,,Botrylloides,violaceus,NA,,NA,non-native,unlisted,NA,confirmed,observed,2007-10-14,Andy Lamb,PMLS,,NA,2020-06-08,Jennifer Grant,iNat:49173196,,81776,TUN
Bougainvillia sp.,,,cluster-tentacled jelly,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Bougainvilliidae,,,Bougainvillia,,NA,,NA,,,NA,reported,unobserved,2008-10-05,Andy Lamb,PMLS,,NA,,,,,247135,CNI
Brachyistius frenatus,"Gill, 1862",,kelp perch,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Cichliformes,,,Embiotocidae,,,Brachyistius,frenatus,NA,,NA,native,SNR,NA,confirmed,observed,1985-12-07,Andy Lamb,PMLS,,NA,2020-08-13,Andrew Simon,iNat:56373905,,117553,FIS
Brosmophycis marginata,"(Ayres, 1854)",,red brotula,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Ophidiiformes,,,Bythitidae,,,Brosmophycis,marginata,NA,,NA,native,SNR,NA,reported,unobserved,2010-05-30,Andy Lamb,PMLS,,NA,,,,,215459,FIS
Bugulina californica,"(Robertson, 1905)",,spiral bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Buguloidea,Bugulidae,,,Bugulina,californica,NA,,NA,native,unlisted,NA,confirmed,observed,1969-02-22,Andy Lamb,PMLS,,NA,2017-05-26,Karolle Wall,iNat:7674532,,551808,LOP
Cadlina klasmalmbergi,"Korshunova, Fletcher, Picton, Lundin, Kashio, N. Sanamyan, K. Sanamyan, Padula, Schrödl & Martynov, 2020",,Klas' yellow-rimmed nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Cadlinidae,,,Cadlina,klasmalmbergi,NA,,NA,native,unlisted,NA,new 2013,observed,,,,,NA,2013-10-13,Peter Luckham,iNat:2976072,,1118728,MOL
Cadlina luteomarginata,"MacFarland, 1966",,yellow-rimmed nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Cadlinidae,,,Cadlina,luteomarginata,NA,,NA,native,unlisted,NA,confirmed,observed,1985-07-29,Andy Lamb,PMLS,,NA,2013-10-13,Peter Luckham,iNat:2976038,,50146,MOL
Cadlina modesta,"MacFarland, 1966",,modest cadlina,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Cadlinidae,,,Cadlina,modesta,NA,,NA,native,unlisted,NA,confirmed,observed,2006-06-23,Andy Lamb,PMLS,,NA,2014-04-08,Karin Fletcher,iNat:68751936,,47400,MOL
Cadlina sylviaearleae,"Korshunova, Fletcher, Picton, Lundin, Kashio, N. Sanamyan, K. Sanamyan, Padula, Schrödl & Martynov, 2020",,yellow-rimmed nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Chromodoridoidea,Cadlinidae,,,Cadlina,sylviaearleae,NA,,NA,native,unlisted,NA,new 2019,observed,,,,,NA,2019-05-04,Isabelle M. Côté,iNat:129284401,,1119320,MOL
Caliraja rhina,"(Jordan & Gilbert, 1880)",,longnose skate,Animalia,Chordata,Vertebrata,,Elasmobranchii,Neoselachii,,Rajiformes,,,Rajidae,,,Caliraja,rhina,NA,,NA,native,SNR,NA,reported,unobserved,2010-11-12,Andy Lamb,PMLS,,NA,,,,,1433668,FIS
Calliostoma annulatum,"(Lightfoot, 1786)",,purple-ringed topsnail,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,Trochoidea,Calliostomatidae,Calliostomatinae,,Calliostoma,annulatum,NA,,NA,native,unlisted,NA,reported,unobserved,1986-09-30,,RBCM,986-00197-040,NA,,,,,121181,MOL
Calliostoma canaliculatum,"(Lightfoot, 1786)",,channeled topsnail,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,Trochoidea,Calliostomatidae,Calliostomatinae,,Calliostoma,canaliculatum,NA,,NA,,,NA,new 2021,observed,,,,,NA,2021-04-20,Andrew Simon,iNat:74711605,,131198,MOL
Calliostoma ligatum,"(Gould, 1849)",,blue topsnail,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,Trochoidea,Calliostomatidae,Calliostomatinae,,Calliostoma,ligatum,NA,,NA,native,unlisted,NA,confirmed,observed,1986-04-08,,RBCM,986-00191-008,NA,2016-02-07,Peter Luckham,iNat:2763492,,129920,MOL
Calliostoma variegatum,"P. P. Carpenter, 1864",,,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,Trochoidea,Calliostomatidae,Calliostomatinae,,Calliostoma,variegatum,NA,,NA,,,NA,new 2008,observed,,,,,NA,2008-05-22,Jackson W.F. Chu,iNat:116334870,,1215044,MOL
Cancer productus,"Randall, 1840",,red rock crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Cancroidea,Cancridae,,,Cancer,productus,NA,,NA,native,unlisted,NA,confirmed,observed,1985-12-07,Andy Lamb,PMLS,,NA,2013-10-13,Peter Luckham,iNat:2976310,,47826,ART
Caprella alaskana,"Mayer, 1903",,Alaskan skeleton shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Caprelloidea,Caprellidae,Caprellinae,,Caprella,alaskana,NA,,NA,native,unlisted,NA,reported,unobserved,2008-06-21,Andy Lamb,PMLS,,NA,,,,,508889,ART
Caprella mutica,"Schurin, 1935",,Japanese skeleton shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Caprelloidea,Caprellidae,Caprellinae,,Caprella,mutica,NA,,NA,native,unlisted,NA,new 2019,observed,,,,,NA,2019-05-04,Emily Adamczyk,iNat:24697074,,64634,ART
Caryophyllia (Caryophyllia) alaskensis,"Vaughan, 1941",,round tan cup coral,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Scleractinia,,,Caryophylliidae,,,Caryophyllia,alaskensis,NA,,NA,native,unlisted,NA,reported,unobserved,2009-02-14,Andy Lamb,PMLS,,NA,,,,,459907,CNI
Catablema vesicarium nodulosum,"Bigelow, 1913",,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Pandeidae,,,Catablema,vesicarium,NA,nodulosum,NA,native,unlisted,NA,new 2021,observed,,,,,NA,2021-04-11,Andrew Simon,iNat:73718029,,888777,CNI
Catriona columbiana,"(O'Donoghue, 1922)",,British Columbia aeolid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Trinchesiidae,,,Catriona,columbiana,NA,,NA,native,unlisted,NA,new 2014,observed,,,,,NA,2014-04-09,Karin Fletcher,iNat:68793495,,48973,MOL
Caulibugula californica,"Robertson, 1905",,parasol bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Buguloidea,Bugulidae,,,Caulibugula,californica,NA,,NA,native,unlisted,NA,reported,unobserved,2007-12-15,Andy Lamb,PMLS,,NA,,,,,802658,LOP
Cellaria diffusa,"Robertson, 1905",,spindly rabbit-ear bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Cellarioidea,Cellariidae,,,Cellaria,diffusa,NA,,NA,native,unlisted,NA,reported,unobserved,1995-02-24,Charlie Gibbs,PMLS,,NA,,,,,196077,LOP
Celleporina robertsoniae,"(Canu & Bassler, 1923)",,rusty bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Celleporoidea,Celleporidae,,,Celleporina,robertsoniae,NA,,NA,native,unlisted,NA,reported,unobserved,1997-04-15,Donna Gibbs,PMLS,,NA,,,,misspelled Celleprina robertsoni,485340,LOP
Ceramaster patagonicus,"(Sladen, 1889)",,orange cookie star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,Goniasteridae,,,Ceramaster,patagonicus,NA,,NA,native,unlisted,NA,new 2008,observed,,,,,NA,2008-05-22,Jackson W.F. Chu,iNat:116334844,,537859,ECH
Ceratostoma foliatum,"(Gmelin, 1791)",,leafy hornmouth,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,,Ceratostoma,foliatum,NA,,NA,native,unlisted,NA,confirmed,observed,1986-04-08,,RBCM,986-00191-006,NA,2013-10-13,Peter Luckham,iNat:2976124,,116687,MOL
Cerberilla mosslandica,"McDonald & Nybakken, 1975",,brown burrowing aeolid,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Aeolidioidea,Aeolidiidae,,,Cerberilla,mosslandica,NA,,NA,native,unlisted,NA,new 2018,observed,,,,,NA,2018-06-19,Karin Fletcher,iNat:68752651,,50477,MOL
Cerebratulus sp.,,,sandy shore proboscis-worm,Animalia,Nemertea,,,Pilidiophora,,,Heteronemertea,,,Lineidae,,,Cerebratulus,,NA,,NA,,,NA,new 2019,observed,,,,,NA,2019-05-30,"Dave ""Zeuss"" Cochrane",iNat:26605416,,192649,WOR
Chaetopterus variopedatus complex,"Cuvier, 1827",,U-shaped parchment tubeworm,Animalia,Annelida,,,Polychaeta,Sedentaria,,,,,Chaetopteridae,,,Chaetopterus,variopedatus,NA,,NA,,,NA,reported,unobserved,2006-03-05,Andy Lamb,PMLS,,NA,,,,,216631,WOR
Chelyosoma productum,"Stimpson, 1864",,disc-top tunicate,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Corellidae,,,Chelyosoma,productum,NA,,NA,native,unlisted,NA,reported,unobserved,1969-02-22,Andy Lamb,PMLS,,NA,,,,,428793,TUN
Chirolophis decoratus,"(Jordan & Snyder, 1902)",,decorated warbonnet,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Zoarcoidei,,Stichaeidae,Chirolophinae,,Chirolophis,decoratus,NA,,NA,native,SNR,NA,confirmed,observed,1993-08-16,Andy Lamb,PMLS,,NA,2023-08-09,"Dave ""Zeuss"" Cochrane",iNat:177622908,,216742,FIS
Chirolophis nugator,"(Jordan & Williams, 1895)",,mosshead warbonnet,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Zoarcoidei,,Stichaeidae,Chirolophinae,,Chirolophis,nugator,NA,,NA,native,SNR,NA,confirmed,observed,1981-05-31,Andy Lamb,PMLS,,NA,2019-05-04,Isabelle M. Côté,iNat:24798244,,216743,FIS
Chitonotus pugetensis,"(Steindachner, 1876)",,roughback sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,Psychrolutidae,Icelinae,,Chitonotus,pugetensis,NA,,NA,native,SNR,NA,reported,unobserved,1985-12-07,Andy Lamb,PMLS,,NA,,,,,216746,FIS
Chlamys hastata,"(G.B. Sowerby II, 1842)",,spiny pink scallop,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,Pectinoidea,Pectinidae,Pedinae,Chlamydini,Chlamys,hastata,NA,,NA,native,unlisted,NA,confirmed,observed,1962-01-01,Dan Quayle,RBCM,989-00923-001,1898302672,2013-10-13,Peter Luckham,iNat:2976031,,180013,MOL
Chlamys rubida,"(Hinds, 1845)",,smooth pink scallop,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,Pectinoidea,Pectinidae,Pedinae,Chlamydini,Chlamys,rubida,NA,,NA,native,unlisted,NA,reported,unobserved,1961-05-13,Dan Quayle,RBCM,982-00207-003,1898263421,,,,,84496,MOL
Chone aurantiaca,"(Johnson, 1901)",,orange feather-duster,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Sabellidae,Sabellinae,,Chone,aurantiaca,NA,,NA,native,unlisted,NA,confirmed,observed,1999-05-04,Andy Lamb,PMLS,,NA,2023-05-28,"Dave ""Zeuss"" Cochrane",iNat:164555172,,356415,WOR
Chorilia longipes,"Dana, 1851",,longhorn decorator crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Majoidea,Epialtidae,Pisinae,,Chorilia,longipes,NA,,NA,native,unlisted,NA,confirmed,observed,2008-05-22,Jackson W.F. Chu,Chu (2010),,NA,2009-10-03,Jackson W.F. Chu,iNat:8624646,,459559,ART
Chromopleustes oculatus,"(Holmes, 1908)",,black-and-white sea flea,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Amphilochidea,Amphilochoidea,Pleustidae,Parapleustinae,,Chromopleustes,oculatus,NA,,NA,native,unlisted,NA,reported,unobserved,1995-02-24,Charlie Gibbs,PMLS,,NA,,,,,796029,ART
Chthamalus dalli,"Pilsbry, 1916",,small acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracicalcarea,Balanomorpha,,Chthamaloidea,Chthamalidae,,,Chthamalus,dalli,NA,,NA,native,unlisted,NA,confirmed,observed,2008-02-16,Andy Lamb,PMLS,,NA,2015-08-05,Andrew Simon,iNat:2599308,,129910,ART
Ciliatocardium ciliatum,"(Fabricius, 1780)",,hairy cockle,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Cardioidea,Cardiidae,Clinocardiinae,,Ciliatocardium,ciliatum,NA,,NA,native,unlisted,NA,reported,unobserved,2008-10-10,Andy Lamb,PMLS,,NA,,,,,940646,MOL
Ciona savignyi,"Herdman, 1882",,sea vase,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Cionidae,,,Ciona,savignyi,NA,,NA,cryoptogenic,unlisted,NA,reported,unobserved,1985-12-07,Andy Lamb,PMLS,,NA,,,,,81614,TUN
Cirratulus spectabilis,"(Kinberg, 1866)",,red threads worm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Cirratuliformia,,Cirratulidae,,,Cirratulus,spectabilis,NA,,NA,native,unlisted,NA,reported,unobserved,1986-09-30,,RBCM,986-00197-064,1898288225,,,,,1136116,WOR
Citharichthys stigmaeus,"Jordan & Gilbert, 1882",,speckled sanddab,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Carangiformes,Pleuronectoidei,,Cyclopsettidae,,,Citharichthys,stigmaeus,NA,,NA,native,SNR,NA,confirmed,observed,1993-05-09,Andy Lamb,PMLS,,NA,2016-07-05,Karolle Wall,iNat:4014940,,117542,FIS
Clathria (Microciona) pennata,"(Lambe, 1895)",,red velvety sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Microcionidae,Microcioninae,,Clathria,pennata,NA,,NA,native,unlisted,NA,reported,unobserved,1971-08-21,Andy Lamb,PMLS,,NA,,,,,63672,POR
Clathrina sp.,,,lattice-skin sponge,Animalia,Porifera,,,Calcarea,Calcinea,,Clathrinida,,,Clathrinidae,,,Clathrina,,NA,,NA,,,NA,reported,unobserved,2017-06-30,Andy Lamb,PMLS,,NA,,,,,122021,POR
Clavelina huntsmani,"Van Name, 1931",,light-bulb tunicate,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Clavelinidae,,,Clavelina,huntsmani,NA,,NA,native,unlisted,NA,reported,unobserved,1995-02-24,Charlie Gibbs,PMLS,,NA,,,,,51984,TUN
Clevelandia ios,"(Jordan & Gilbert, 1882)",,arrow goby,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Gobiiformes,,,Gobiidae,Gobionellinae,,Clevelandia,ios,NA,,NA,native,SNR,NA,new 2017,observed,,,,,NA,2017-05-26,Karolle Wall,iNat:7648112,,117564,FIS
Clinocardium nuttallii,"(Conrad, 1837)",,Nuttall's cockle,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Cardioidea,Cardiidae,Clinocardiinae,,Clinocardium,nuttallii,NA,,NA,native,unlisted,NA,confirmed,observed,1995-02-23,Charlie Gibbs,PMLS,,NA,2009-07-08,Shera Street,iNat:2635143,,69925,MOL
Clinocottus acuticeps,"(Gilbert, 1896)",,sharpnose sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,Psychrolutidae,Oligocottinae,,Clinocottus,acuticeps,NA,,NA,,,NA,new 2022,observed,,,,,NA,2022-05-16,Andrew Simon,iNat:117396307,,117532,FIS
Cliona californiana,"Laubenfels, 1932",,yellow boring sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Clionaida,,,Clionaidae,,,Cliona,californiana,NA,,NA,native,unlisted,NA,confirmed,observed,1973-09-20,Andy Lamb,PMLS,,NA,2021-03-07,"Dave ""Zeuss"" Cochrane",iNat:70790700,,424811,POR
Clione limacina,"(Phipps, 1774)",,common clione,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Pteropoda,Gymnosomata,Clionoidea,Clionidae,,,Clione,limacina,NA,,NA,native,unlisted,NA,new 2020,observed,,,,,NA,2020-01-05,Lillian Rose Crossman,iNat:37294883,,55297,MOL
Clupea pallasii,"Valenciennes, 1847",,Pacific herring,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Clupeiformes,Clupeoidei,,Clupeidae,,,Clupea,pallasii,NA,,NA,native,SNR,NA,confirmed,observed,1973-09-21,Andy Lamb,PMLS,,NA,2021-09-25,smrhaddon,iNat:96127861,,117571,FIS
Clytia gregaria,"(Agassiz, 1862)",,gregarious jellyfish,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Campanulariidae,,,Clytia,gregaria,NA,,NA,native,unlisted,NA,confirmed,observed,1976-06-20,Rita M. O'Clair,CMN,CMNI 1900-1132,NA,2021-04-18,Andrew Simon,iNat:74472247,,195428,CNI
Cnemidocarpa finmarkiensis,"(Kiaer, 1893)",,broadbase tunicate,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Styelidae,,,Cnemidocarpa,finmarkiensis,NA,,NA,native,unlisted,NA,confirmed,observed,1969-02-21,Andy Lamb,PMLS,,NA,2013-07-24,Karolle Wall,iNat:4015210,,47807,TUN
Coanicardita ventricosa,"(Gould, 1850)",,,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Carditida,,Carditoidea,Carditidae,Scalaricarditinae,,Coanicardita,ventricosa,NA,,NA,native,unlisted,NA,reported,unobserved,1959-12-11,Dan Quayle,RBCM,989-00278-006,1898313988,,,,,1223439,MOL
Compsomyax subdiaphana,"(Carpenter, 1864)",,milky venus,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Veneroidea,Veneridae,Clementiinae,,Compsomyax,subdiaphana,NA,,NA,native,unlisted,NA,reported,unobserved,1961-06-22,,RBCM,976-01146-007,1898298969,,,,,957357,MOL
Corella inflata,"Huntsman, 1912",,brooding transparent tunicate,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Corellidae,,,Corella,inflata,NA,,NA,native,unlisted,NA,confirmed,observed,1999-07-31,Andy Lamb,PMLS,,NA,2021-12-16,Andrew Simon,iNat:103178054,,347987,TUN
Corella willmeriana,"Herdman, 1898",,transparent tunicate,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Corellidae,,,Corella,willmeriana,NA,,NA,native,unlisted,NA,confirmed,observed,1976-06-20,Rita M. O'Clair,CMN,CMNI 1989-0211,NA,2023-03-25,"Dave ""Zeuss"" Cochrane",iNat:152313148,,447661,TUN
Coryphella trilineata,"(O'Donoghue, 1921)",,three-lined nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Coryphellidae,,,Coryphella,trilineata,NA,,NA,native,unlisted,NA,confirmed,observed,1985-08-02,Andy Lamb,PMLS,,NA,2014-04-08,Karin Fletcher,iNat:68793037,reported as Flabellina trilineata,1392222,MOL
Coryphella trophina,"(Bergh, 1890)",,red flabellina,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Coryphellidae,,,Coryphella,trophina,NA,,NA,native,unlisted,NA,confirmed,observed,1985-08-02,Andy Lamb,PMLS,,NA,2009-11-14,Karin Fletcher,iNat:68751258,reported as Flabellina trophina; the photograph posted on iNaturalist does not appear to be what is now called Himatina trophina (kf),1376715,MOL
Coryphella verrucosa,"(M. Sars, 1829)",,red-gilled nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Coryphellidae,,,Coryphella,verrucosa,NA,,NA,native,unlisted,NA,confirmed,observed,1994-09-10,Andy Lamb,PMLS,,NA,2009-06-21,Karolle Wall,iNat:31489537,,633193,MOL
Crangon nigricauda,"Stimpson, 1856",,blacktail bay shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Crangonoidea,Crangonidae,,,Crangon,nigricauda,NA,,NA,,,NA,new 2018,observed,,,,,NA,2018-05-31,Karolle Wall,iNat:13026269,,339110,ART
Craniella villosa,"Lambe, 1893",,tennis ball sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Tetractinellida,Spirophorina,,Tetillidae,,,Craniella,villosa,NA,,NA,native,unlisted,NA,confirmed,observed,1985-08-02,Andy Lamb,PMLS,,NA,2013-10-13,Peter Luckham,iNat:2975867,,459732,POR
